Timestamp	Lambda1	Lambda2	Lambda3	Lambda4	Lambda5	Lambda6
5/15/2023 18:56:51.99593	1518.17017	1528.05478	1538.07391	1547.88989	1557.58696	1567.46585
5/15/2023 18:56:52.49593	1518.17071	1528.05611	1538.07333	1547.89074	1557.58749	1567.46527
5/15/2023 18:56:52.99593	1518.17114	1528.05569	1538.07368	1547.88841	1557.58625	1567.4671
5/15/2023 18:56:53.49593	1518.17002	1528.05467	1538.07318	1547.88924	1557.58554	1567.46578
5/15/2023 18:56:53.99593	1518.17157	1528.05602	1538.07358	1547.88861	1557.58904	1567.46629
5/15/2023 18:56:54.49593	1518.17131	1528.05596	1538.07401	1547.89093	1557.587	1567.46419
5/15/2023 18:56:54.99593	1518.17123	1528.05541	1538.07438	1547.889	1557.58809	1567.46547
5/15/2023 18:56:55.49593	1518.17197	1528.05525	1538.07407	1547.8879	1557.58653	1567.46543
5/15/2023 18:56:55.99593	1518.16976	1528.05517	1538.07422	1547.88961	1557.5868	1567.46495
5/15/2023 18:56:56.49593	1518.16968	1528.0548	1538.07422	1547.88832	1557.58739	1567.46489
5/15/2023 18:56:56.99593	1518.17091	1528.05517	1538.07352	1547.8908	1557.58681	1567.46536
5/15/2023 18:56:57.49593	1518.17115	1528.05519	1538.07333	1547.88957	1557.58613	1567.46549
5/15/2023 18:56:57.99593	1518.1721	1528.05612	1538.07202	1547.88863	1557.5859	1567.46509
5/15/2023 18:56:58.49593	1518.17067	1528.05562	1538.07403	1547.88951	1557.58717	1567.46562
5/15/2023 18:56:58.99593	1518.16992	1528.05524	1538.07267	1547.88878	1557.58461	1567.46679
5/15/2023 18:56:59.49593	1518.16934	1528.05443	1538.07239	1547.88911	1557.58535	1567.46489
5/15/2023 18:56:59.99593	1518.16901	1528.05547	1538.07373	1547.88929	1557.58646	1567.46626
5/15/2023 18:57:00.49593	1518.17256	1528.05377	1538.07206	1547.88718	1557.58554	1567.4663
5/15/2023 18:57:00.99593	1518.16883	1528.05574	1538.07279	1547.88792	1557.58613	1567.46532
5/15/2023 18:57:01.49593	1518.17127	1528.05522	1538.07355	1547.8877	1557.58741	1567.46568
5/15/2023 18:57:01.99593	1518.1709	1528.05522	1538.07323	1547.88863	1557.58678	1567.46499
5/15/2023 18:57:02.49593	1518.1705	1528.05483	1538.07372	1547.88918	1557.58804	1567.46629
5/15/2023 18:57:02.99593	1518.1715	1528.05424	1538.07407	1547.88947	1557.58693	1567.4661
5/15/2023 18:57:03.49593	1518.1703	1528.0558	1538.07337	1547.88891	1557.5863	1567.46556
5/15/2023 18:57:03.99593	1518.17194	1528.05613	1538.0738	1547.89042	1557.58587	1567.46548
5/15/2023 18:57:04.49593	1518.16984	1528.0545	1538.07301	1547.8885	1557.58635	1567.4651
5/15/2023 18:57:04.99593	1518.17028	1528.05567	1538.07301	1547.88949	1557.58751	1567.46649
5/15/2023 18:57:05.49593	1518.16919	1528.05312	1538.07303	1547.8888	1557.58721	1567.46496
5/15/2023 18:57:05.99593	1518.172	1528.05549	1538.07168	1547.88828	1557.5854	1567.46581
5/15/2023 18:57:06.49593	1518.17001	1528.05511	1538.07342	1547.88862	1557.58728	1567.46505
5/15/2023 18:57:06.99593	1518.16976	1528.05491	1538.07406	1547.88793	1557.58654	1567.46611
5/15/2023 18:57:07.49593	1518.17117	1528.05369	1538.07301	1547.88809	1557.58487	1567.46549
5/15/2023 18:57:07.99593	1518.17207	1528.05519	1538.07359	1547.89042	1557.58746	1567.4652
5/15/2023 18:57:08.49593	1518.17049	1528.05431	1538.07252	1547.88896	1557.58675	1567.46575
5/15/2023 18:57:08.99593	1518.17002	1528.05478	1538.07225	1547.89126	1557.58655	1567.46447
5/15/2023 18:57:09.49593	1518.17058	1528.05469	1538.07339	1547.88973	1557.58576	1567.46377
5/15/2023 18:57:09.99593	1518.1715	1528.0534	1538.07322	1547.88749	1557.5853	1567.46618
5/15/2023 18:57:10.49593	1518.17056	1528.05409	1538.0721	1547.88967	1557.58633	1567.46426
5/15/2023 18:57:10.99593	1518.16895	1528.05423	1538.07279	1547.88867	1557.58634	1567.46563
5/15/2023 18:57:11.49593	1518.17218	1528.05463	1538.07245	1547.88858	1557.58513	1567.46449
5/15/2023 18:57:11.99593	1518.1698	1528.0536	1538.07276	1547.88919	1557.58641	1567.46482
5/15/2023 18:57:12.49593	1518.17066	1528.05433	1538.07194	1547.88743	1557.58661	1567.46503
5/15/2023 18:57:12.99593	1518.16998	1528.05514	1538.0735	1547.88962	1557.58621	1567.4654
5/15/2023 18:57:13.49593	1518.16944	1528.05373	1538.07257	1547.88886	1557.58655	1567.46555
5/15/2023 18:57:13.99593	1518.17043	1528.05472	1538.07354	1547.89042	1557.58815	1567.46486
5/15/2023 18:57:14.49593	1518.1711	1528.05434	1538.07241	1547.88874	1557.58601	1567.46565
5/15/2023 18:57:14.99593	1518.16963	1528.05575	1538.07409	1547.88847	1557.58616	1567.46602
5/15/2023 18:57:15.49593	1518.1688	1528.05614	1538.07307	1547.88846	1557.58676	1567.46323
5/15/2023 18:57:15.99593	1518.16724	1528.05527	1538.07393	1547.88951	1557.58593	1567.46524
5/15/2023 18:57:16.49593	1518.16966	1528.0539	1538.07353	1547.88908	1557.58556	1567.46622
5/15/2023 18:57:16.99593	1518.17264	1528.05506	1538.07314	1547.88869	1557.58556	1567.46482
5/15/2023 18:57:17.49593	1518.17132	1528.05472	1538.07195	1547.88897	1557.58628	1567.46397
5/15/2023 18:57:17.99593	1518.16967	1528.0537	1538.07403	1547.88948	1557.5868	1567.46489
5/15/2023 18:57:18.49593	1518.16943	1528.05328	1538.07319	1547.88733	1557.58657	1567.46484
5/15/2023 18:57:18.99593	1518.17082	1528.05517	1538.07277	1547.889	1557.58749	1567.4638
5/15/2023 18:57:19.49593	1518.17132	1528.05442	1538.07256	1547.88878	1557.5858	1567.46572
5/15/2023 18:57:19.99593	1518.17109	1528.0553	1538.07305	1547.88926	1557.58717	1567.46505
5/15/2023 18:57:20.49593	1518.16911	1528.05468	1538.07373	1547.88877	1557.58717	1567.46521
5/15/2023 18:57:20.99593	1518.16904	1528.05366	1538.07215	1547.88684	1557.58575	1567.46572
5/15/2023 18:57:21.49593	1518.16954	1528.05412	1538.07347	1547.88808	1557.5868	1567.46426
5/15/2023 18:57:21.99593	1518.17118	1528.05534	1538.0722	1547.88878	1557.58523	1567.46484
5/15/2023 18:57:22.49593	1518.1695	1528.05435	1538.07356	1547.88971	1557.58626	1567.46463
5/15/2023 18:57:22.99593	1518.17003	1528.05539	1538.07307	1547.89025	1557.58712	1567.46426
5/15/2023 18:57:23.49593	1518.1694	1528.0555	1538.07249	1547.88925	1557.5862	1567.46562
5/15/2023 18:57:23.99593	1518.17044	1528.0548	1538.07301	1547.88886	1557.58579	1567.46507
5/15/2023 18:57:24.49593	1518.16923	1528.05379	1538.0721	1547.88905	1557.58651	1567.46488
5/15/2023 18:57:24.99593	1518.16857	1528.05558	1538.07408	1547.88883	1557.58658	1567.46491
5/15/2023 18:57:25.49593	1518.17111	1528.05429	1538.07236	1547.88898	1557.58597	1567.46587
5/15/2023 18:57:25.99593	1518.16933	1528.05442	1538.07276	1547.88927	1557.58659	1567.46464
5/15/2023 18:57:26.49593	1518.16814	1528.05481	1538.07288	1547.89051	1557.58637	1567.46505
5/15/2023 18:57:26.99593	1518.16881	1528.05317	1538.07309	1547.88899	1557.58715	1567.4657
5/15/2023 18:57:27.49593	1518.17169	1528.05476	1538.0738	1547.88983	1557.58625	1567.465
5/15/2023 18:57:27.99593	1518.17091	1528.05423	1538.07276	1547.88853	1557.5861	1567.4651
5/15/2023 18:57:28.49593	1518.16991	1528.05459	1538.07426	1547.88817	1557.58527	1567.46504
5/15/2023 18:57:28.99593	1518.17005	1528.05404	1538.07361	1547.8898	1557.58717	1567.46545
5/15/2023 18:57:29.49593	1518.16988	1528.05515	1538.0735	1547.88837	1557.58598	1567.46451
5/15/2023 18:57:29.99593	1518.17026	1528.05505	1538.07256	1547.8906	1557.58803	1567.46509
5/15/2023 18:57:30.49593	1518.1692	1528.05496	1538.07315	1547.88812	1557.58579	1567.46436
5/15/2023 18:57:30.99593	1518.16839	1528.05408	1538.07273	1547.88873	1557.58567	1567.46478
5/15/2023 18:57:31.49593	1518.16964	1528.05426	1538.07314	1547.88915	1557.58684	1567.4657
5/15/2023 18:57:31.99593	1518.17071	1528.05349	1538.07308	1547.88928	1557.58701	1567.46458
5/15/2023 18:57:32.49593	1518.17018	1528.05411	1538.07294	1547.88761	1557.58527	1567.46554
5/15/2023 18:57:32.99593	1518.17006	1528.05359	1538.07229	1547.88938	1557.5858	1567.46476
5/15/2023 18:57:33.49593	1518.17019	1528.05447	1538.07134	1547.88761	1557.58625	1567.4651
5/15/2023 18:57:33.99593	1518.16884	1528.05423	1538.07291	1547.88897	1557.58621	1567.46535
5/15/2023 18:57:34.49593	1518.16986	1528.05463	1538.07335	1547.88923	1557.58685	1567.46491
5/15/2023 18:57:34.99593	1518.17051	1528.05264	1538.07171	1547.88875	1557.58523	1567.46486
5/15/2023 18:57:35.49593	1518.16813	1528.05367	1538.07348	1547.8897	1557.58633	1567.46458
5/15/2023 18:57:35.99593	1518.17056	1528.0542	1538.073	1547.88802	1557.58633	1567.46589
5/15/2023 18:57:36.49593	1518.16983	1528.05479	1538.07327	1547.88823	1557.58537	1567.46643
5/15/2023 18:57:36.99593	1518.16928	1528.05445	1538.07421	1547.89036	1557.58713	1567.46464
5/15/2023 18:57:37.49593	1518.16886	1528.05448	1538.07367	1547.88929	1557.58478	1567.46488
5/15/2023 18:57:37.99593	1518.17095	1528.05494	1538.07252	1547.88992	1557.5868	1567.46488
5/15/2023 18:57:38.49593	1518.17106	1528.05376	1538.07278	1547.88673	1557.58564	1567.46536
5/15/2023 18:57:38.99593	1518.16974	1528.05434	1538.07178	1547.8882	1557.5863	1567.46606
5/15/2023 18:57:39.49593	1518.17014	1528.05486	1538.07375	1547.88922	1557.58574	1567.46423
5/15/2023 18:57:39.99593	1518.16938	1528.05474	1538.07313	1547.88922	1557.5867	1567.46449
5/15/2023 18:57:40.49593	1518.17073	1528.05473	1538.07221	1547.88874	1557.58625	1567.46442
5/15/2023 18:57:40.99593	1518.16978	1528.05491	1538.07365	1547.88925	1557.58673	1567.46465
5/15/2023 18:57:41.49593	1518.1706	1528.05436	1538.0722	1547.88789	1557.58666	1567.46499
5/15/2023 18:57:41.99593	1518.17089	1528.05415	1538.07305	1547.88975	1557.58618	1567.46555
5/15/2023 18:57:42.49593	1518.16926	1528.05524	1538.07394	1547.88926	1557.58542	1567.46621
5/15/2023 18:57:42.99593	1518.17043	1528.05378	1538.0715	1547.88764	1557.58515	1567.46431
5/15/2023 18:57:43.49593	1518.16996	1528.05481	1538.07285	1547.89	1557.58684	1567.46457
5/15/2023 18:57:43.99593	1518.17013	1528.05431	1538.07269	1547.88833	1557.58546	1567.46579
5/15/2023 18:57:44.49593	1518.16954	1528.05443	1538.07289	1547.88802	1557.58601	1567.46527
5/15/2023 18:57:44.99593	1518.17171	1528.05476	1538.07301	1547.88902	1557.58693	1567.46472
5/15/2023 18:57:45.49593	1518.16998	1528.05457	1538.07203	1547.88879	1557.5861	1567.4659
5/15/2023 18:57:45.99593	1518.17089	1528.05554	1538.0716	1547.88959	1557.58658	1567.46431
5/15/2023 18:57:46.49593	1518.17126	1528.05485	1538.07402	1547.88921	1557.58579	1567.46659
5/15/2023 18:57:46.99593	1518.16812	1528.05391	1538.07317	1547.88784	1557.58572	1567.4664
5/15/2023 18:57:47.49593	1518.17208	1528.05555	1538.07296	1547.88871	1557.58649	1567.46602
5/15/2023 18:57:47.99593	1518.16877	1528.05312	1538.0741	1547.88967	1557.58691	1567.46438
5/15/2023 18:57:48.49593	1518.16874	1528.05408	1538.0741	1547.88829	1557.58571	1567.46595
5/15/2023 18:57:48.99593	1518.16957	1528.05363	1538.07324	1547.88823	1557.58611	1567.46523
5/15/2023 18:57:49.49593	1518.17039	1528.05599	1538.07321	1547.8896	1557.58606	1567.46505
5/15/2023 18:57:49.99593	1518.17015	1528.03977	1538.04505	1547.85752	1557.55433	1567.40554
5/15/2023 18:57:50.49593	1518.29639	1528.06653	1538.11886	1547.97396	1557.57543	1567.4712
5/15/2023 18:57:50.99593	1518.22666	1528.11367	1538.14326	1547.95162	1557.63129	1567.47025
5/15/2023 18:57:51.49593	1518.23166	1528.12139	1538.1435	1547.93639	1557.61966	1567.49073
5/15/2023 18:57:51.99593	1518.21929	1528.09086	1538.09792	1547.91635	1557.64288	1567.53963
5/15/2023 18:57:52.49593	1518.22606	1528.11519	1538.13336	1547.95216	1557.65818	1567.54259
5/15/2023 18:57:52.99593	1518.14831	1528.03069	1538.05147	1547.87499	1557.59824	1567.51885
5/15/2023 18:57:53.49593	1518.18679	1528.05392	1538.07023	1547.90087	1557.58703	1567.49917
5/15/2023 18:57:53.99593	1518.14085	1528.02815	1538.0489	1547.8696	1557.57419	1567.45568
5/15/2023 18:57:54.49593	1518.11592	1528.02023	1538.0341	1547.86093	1557.5691	1567.44383
5/15/2023 18:57:54.99593	1518.15092	1528.03667	1538.05644	1547.87493	1557.57558	1567.44699
5/15/2023 18:57:55.49593	1518.14983	1528.04303	1538.06181	1547.87024	1557.56935	1567.44982
5/15/2023 18:57:55.99593	1518.14959	1528.03654	1538.06406	1547.8677	1557.56945	1567.44783
5/15/2023 18:57:56.49593	1518.15006	1528.04576	1538.06552	1547.88294	1557.57961	1567.45527
5/15/2023 18:57:56.99593	1518.15109	1528.04302	1538.06604	1547.8776	1557.58641	1567.44598
5/15/2023 18:57:57.49593	1518.1462	1528.04304	1538.06281	1547.88108	1557.57759	1567.45311
5/15/2023 18:57:57.99593	1518.14745	1528.04223	1538.06254	1547.87985	1557.57659	1567.45347
5/15/2023 18:57:58.49593	1518.14752	1528.04119	1538.06338	1547.87949	1557.57716	1567.45257
5/15/2023 18:57:58.99593	1518.14609	1528.04244	1538.06401	1547.8806	1557.57804	1567.45278
5/15/2023 18:57:59.49593	1518.14496	1528.04295	1538.06431	1547.87937	1557.57853	1567.45345
5/15/2023 18:57:59.99593	1518.14636	1528.04101	1538.06272	1547.87848	1557.5761	1567.45362
5/15/2023 18:58:00.49593	1518.14641	1528.0414	1538.06391	1547.88013	1557.57861	1567.45239
5/15/2023 18:58:00.99593	1518.14487	1528.04241	1538.0624	1547.8779	1557.57707	1567.4538
5/15/2023 18:58:01.49593	1518.14616	1528.04091	1538.0632	1547.8782	1557.57606	1567.45324
5/15/2023 18:58:01.99593	1518.14425	1528.04113	1538.06189	1547.87922	1557.57739	1567.45258
5/15/2023 18:58:02.49593	1518.14567	1528.04288	1538.06336	1547.87878	1557.57747	1567.45326
5/15/2023 18:58:02.99593	1518.14712	1528.04133	1538.06316	1547.8803	1557.57655	1567.45292
5/15/2023 18:58:03.49593	1518.14427	1528.04169	1538.06381	1547.87989	1557.57709	1567.45288
5/15/2023 18:58:03.99593	1518.14425	1528.04198	1538.06316	1547.87788	1557.57707	1567.45188
5/15/2023 18:58:04.49593	1518.14508	1528.04244	1538.06276	1547.8789	1557.57622	1567.45287
5/15/2023 18:58:04.99593	1518.14629	1528.04185	1538.06324	1547.88008	1557.57867	1567.45228
5/15/2023 18:58:05.49593	1518.14468	1528.04299	1538.06278	1547.87946	1557.57813	1567.45169
5/15/2023 18:58:05.99593	1518.14582	1528.0416	1538.06276	1547.87915	1557.57707	1567.45154
5/15/2023 18:58:06.49593	1518.14532	1528.04184	1538.06106	1547.87833	1557.57804	1567.45293
5/15/2023 18:58:06.99593	1518.14726	1528.0409	1538.06225	1547.87846	1557.57598	1567.4521
5/15/2023 18:58:07.49593	1518.14639	1528.04207	1538.06366	1547.8785	1557.57813	1567.45267
5/15/2023 18:58:07.99593	1518.14591	1528.0415	1538.06113	1547.87853	1557.57611	1567.45361
5/15/2023 18:58:08.49593	1518.14681	1528.04209	1538.06132	1547.87926	1557.57642	1567.45254
5/15/2023 18:58:08.99593	1518.14525	1528.04151	1538.06328	1547.87859	1557.57677	1567.45209
5/15/2023 18:58:09.49593	1518.14684	1528.04073	1538.06373	1547.87933	1557.57685	1567.45171
5/15/2023 18:58:09.99593	1518.14501	1528.04265	1538.06191	1547.8785	1557.57723	1567.4533
5/15/2023 18:58:10.49593	1518.1471	1528.04204	1538.06278	1547.87813	1557.57813	1567.45316
5/15/2023 18:58:10.99593	1518.14469	1528.04187	1538.06412	1547.8783	1557.57694	1567.45209
5/15/2023 18:58:11.49593	1518.14389	1528.04294	1538.06247	1547.87923	1557.57684	1567.45295
5/15/2023 18:58:11.99593	1518.14617	1528.04205	1538.06156	1547.87724	1557.57583	1567.45355
5/15/2023 18:58:12.49593	1518.14573	1528.04153	1538.0623	1547.8784	1557.57705	1567.45165
5/15/2023 18:58:12.99593	1518.14576	1528.04252	1538.06217	1547.8785	1557.57626	1567.45265
5/15/2023 18:58:13.49593	1518.14639	1528.04077	1538.06151	1547.87747	1557.57667	1567.45324
5/15/2023 18:58:13.99593	1518.14639	1528.04264	1538.06156	1547.8781	1557.57575	1567.45251
5/15/2023 18:58:14.49593	1518.1466	1528.0414	1538.06119	1547.87676	1557.57598	1567.45236
5/15/2023 18:58:14.99593	1518.14559	1528.04199	1538.06307	1547.87891	1557.57716	1567.45288
5/15/2023 18:58:15.49593	1518.14467	1528.04136	1538.06242	1547.88009	1557.57644	1567.4516
5/15/2023 18:58:15.99593	1518.1458	1528.04263	1538.06292	1547.87918	1557.57688	1567.45251
5/15/2023 18:58:16.49593	1518.14731	1528.04236	1538.06301	1547.87788	1557.57592	1567.45273
5/15/2023 18:58:16.99593	1518.14618	1528.04156	1538.06205	1547.87812	1557.57741	1567.45132
5/15/2023 18:58:17.49593	1518.14386	1528.04296	1538.06251	1547.87867	1557.57639	1567.45419
5/15/2023 18:58:17.99593	1518.14584	1528.04215	1538.06207	1547.87761	1557.57484	1567.45298
5/15/2023 18:58:18.49593	1518.14569	1528.04173	1538.06327	1547.8781	1557.57632	1567.453
5/15/2023 18:58:18.99593	1518.14557	1528.04267	1538.0624	1547.87883	1557.57667	1567.45369
5/15/2023 18:58:19.49593	1518.14652	1528.04085	1538.0613	1547.87814	1557.5759	1567.45249
5/15/2023 18:58:19.99593	1518.1445	1528.04206	1538.06316	1547.87901	1557.57599	1567.45192
5/15/2023 18:58:20.49593	1518.14609	1528.0414	1538.06169	1547.87847	1557.57576	1567.45186
5/15/2023 18:58:20.99593	1518.14698	1528.04146	1538.06113	1547.8781	1557.57675	1567.45323
5/15/2023 18:58:21.49593	1518.14611	1528.0412	1538.06117	1547.87848	1557.57746	1567.45213
5/15/2023 18:58:21.99593	1518.14769	1528.04266	1538.06289	1547.87824	1557.57691	1567.45245
5/15/2023 18:58:22.49593	1518.14781	1528.0416	1538.06304	1547.87938	1557.577	1567.45234
5/15/2023 18:58:22.99593	1518.14566	1528.04106	1538.06248	1547.87812	1557.57779	1567.45233
5/15/2023 18:58:23.49593	1518.14537	1528.04147	1538.0616	1547.87814	1557.57636	1567.45269
5/15/2023 18:58:23.99593	1518.14509	1528.0407	1538.06253	1547.87908	1557.57711	1567.4533
5/15/2023 18:58:24.49593	1518.14701	1528.0417	1538.06446	1547.87966	1557.57779	1567.45134
5/15/2023 18:58:24.99593	1518.14576	1528.04186	1538.06291	1547.87887	1557.5764	1567.45308
5/15/2023 18:58:25.49593	1518.14561	1528.04196	1538.06278	1547.87749	1557.57599	1567.45221
5/15/2023 18:58:25.99593	1518.14722	1528.04283	1538.06235	1547.87842	1557.57566	1567.45292
5/15/2023 18:58:26.49593	1518.1459	1528.04175	1538.06369	1547.87957	1557.57781	1567.45168
5/15/2023 18:58:26.99593	1518.14587	1528.04163	1538.06315	1547.87753	1557.57663	1567.45164
5/15/2023 18:58:27.49593	1518.14486	1528.04162	1538.06277	1547.87815	1557.57706	1567.45196
5/15/2023 18:58:27.99593	1518.14545	1528.04196	1538.06262	1547.87836	1557.57668	1567.45199
5/15/2023 18:58:28.49593	1518.14571	1528.04122	1538.06299	1547.87927	1557.57755	1567.45275
